Crime,3243196
Crime,116320
Crime,813980
Crime,114622
Crime,804550
Crime,62639
Crime,62639
Crime,75235
Crime,1194624
Crime,480255
Crime,5071886
Crime,329774
Crime,3522806
Crime,378109
Crime,86859
Crime,6206
Crime,29952
Crime,1334470
Crime,988045
Crime,1085382
Crime,23038
Crime,119249
Crime,96098
Crime,67976
Crime,92922
Crime,109890
Crime,772193
Crime,398029
Crime,111323
Crime,80485
Crime,41162
Crime,2385104
Crime,462667
Crime,77343
Crime,1129442
Crime,3202890
Crime,457875
Crime,122690
Crime,1515091
Crime,3062096
Crime,119088
Crime,134033
Crime,3503840
Crime,87065
Crime,106309
Crime,100114
Crime,90568
Crime,28651
Crime,68935
Crime,81558
Crime,84104
Crime,68742
Crime,257076
Crime,382383
Crime,35665
Crime,107311
Crime,3141810
Crime,44209
Crime,2199711
Crime,160009
Crime,373690
Crime,1438437
Crime,60704
Crime,111143
Crime,151987
Crime,90130
Crime,120179
Crime,75783
Crime,111257
Crime,83960
Crime,28836
Crime,33717
Crime,110997
Crime,60121
Crime,417148
Crime,99399
Crime,100813
Crime,82350
Crime,184858
Crime,82247
Crime,45846
Crime,1156395
Crime,1798108
Crime,3103166
Crime,1259014
Crime,69976
Crime,765432
Crime,73880
Crime,896872
Crime,421054
Crime,1172570
Crime,326208
Crime,1337366
Crime,51887
Crime,2301155
Crime,1586752
Crime,1664809
Crime,411272
Crime,1620933
Crime,51114
Crime,2785288
Crime,323551
Crime,61418
Crime,68617
Crime,72895
Crime,95963
Crime,74214
Crime,127626
Crime,1417108
Crime,295721
Crime,4319112
Crime,1431122
Crime,135790
Crime,4651410
Crime,2404463
Crime,1489889
Crime,177876
Crime,103045
Crime,87578
Crime,329691
Crime,385307
Crime,114697
Crime,1832381
Crime,3799694
Crime,91051
Crime,4768764
Crime,95977
Crime,465602
Crime,98967
Crime,100053
Crime,4535650
Crime,118747
Crime,91213
Crime,31891
Crime,1821694
Crime,1320296
Crime,2275946
Crime,3045616
Crime,3367294
Crime,1809231
Crime,373074
Crime,456413
Crime,71521
Crime,152930
Crime,93011
Crime,293564
Crime,1097013
Crime,373416
Crime,79718
Crime,1386588
Crime,94612
Crime,163984
Crime,164550
Crime,211938
Crime,80436
Crime,1232829
Crime,1381418
Crime,2294449
Crime,990407
Crime,208003
Crime,2968804
Crime,1634136
Crime,233142
Crime,1258134
Crime,101020
Crime,104647
Crime,275947
Crime,286152
Crime,106292
Crime,1362058
Crime,82516
Crime,462570
Crime,227984
Crime,119086
Crime,1149361
Crime,93229
Crime,113313
Crime,310924
Crime,345853
Crime,92652
Crime,114437
Crime,96875
Crime,180748
Crime,168504
Crime,250720
Crime,73541
Crime,119699
Crime,120541
Crime,70534
Crime,282658
Crime,79639
Crime,119695
Crime,95348
Crime,98681
Crime,1294141
Crime,1385867
Crime,1212974
Crime,126344
Crime,163818
Crime,1830786
Crime,34449
Crime,110399
Crime,2330866
Crime,3450650
Crime,118702
Crime,1146325
Crime,124901
Crime,71216
Crime,238948
Crime,295178
Crime,87932
Crime,277744
Crime,1274295
Crime,1114740
Crime,91427
Crime,1928330
Crime,76544
Crime,72732
Crime,1013860
Crime,1622547
Crime,1836944
Crime,97775
Crime,242445
Crime,1620719
Crime,223530
Crime,382365
Crime,102562
Crime,86605
Crime,104511
Crime,84049
Crime,2005185
Crime,1235189
Crime,399327
Crime,2114358
Crime,120483
Crime,356614
Crime,107659
Crime,1182908
Crime,1650554
Crime,97081
Crime,1084972
Crime,97211
Crime,126816
Crime,328007
Crime,43071
Crime,1937133
Crime,235553
Crime,492881
Crime,479647
Crime,1598828
Crime,417395
Crime,1003034
Crime,329717
Crime,271946
Crime,356910
Crime,98019
Crime,1611840
Crime,115783
Crime,104897
Crime,246692
Crime,910936
Crime,471042
Crime,109493
Crime,96945
Crime,97637
Crime,1404830
Crime,257231
Crime,112442
Crime,112922
Crime,337930
Crime,106544
Crime,101606
Crime,1741243
Crime,316732
Crime,87507
Crime,91875
Crime,2461150
Crime,87062
Crime,89374
Crime,280490
Crime,1582466
Crime,80455
Crime,1245526
Crime,102915
Crime,100135
Crime,102004
Crime,296042
Crime,1464174
Crime,62824
Crime,86960
Crime,497915
Crime,99462
Crime,367479
Crime,99422
Crime,101857
Crime,113845
Crime,416496
Crime,104135
Crime,236027
Crime,2556874
Crime,72351
Crime,183869
Crime,120317
Crime,3079380
Crime,826606
Crime,278295
Crime,1408253
Crime,212346
Crime,76100
Crime,68718
Crime,99044
Crime,92644
Crime,1692190
Crime,1572311
Crime,103184
Crime,363226
Crime,1272878
Crime,364447
Crime,108188
Crime,69713
Crime,62861
Crime,2967224
Crime,1319743
Crime,270882
Crime,123092
Crime,1705772
Crime,423474
Crime,266915
Crime,104558
Crime,462229
Crime,100514
Crime,319020
Crime,109254
Crime,271668
Crime,92501
Crime,73282
Crime,25303
Crime,856052
Crime,856052
Crime,309986
Crime,72228
Crime,98439
Crime,117786
Crime,112887
Crime,76109
Crime,119664
Crime,358146
Crime,181316
Crime,456999
Crime,100496
Crime,95403
Crime,70680
Crime,74279
Crime,115487
Crime,83511
Crime,120812
Crime,211934
Crime,119229
Crime,116421
Crime,64505
Crime,2071613
Crime,1305803
Crime,95631
Crime,3117504
Crime,221111
Crime,201694
Crime,3425772
Crime,75223
Crime,120609
Crime,405004
Crime,99460
Crime,172156
Crime,90660
Crime,284490
Crime,98097
Crime,113326
Crime,380349
Crime,804540
Crime,71224
Crime,3511596
Crime,2118775
Crime,3511542
Crime,1305730
Crime,152018
Crime,995739
Crime,2290567
Crime,172109
Crime,73633
Crime,3379456
Crime,374212
Crime,122642
Crime,455195
Crime,457475
Crime,188082
Crime,351977
Crime,124836
Crime,2069785
Crime,1821374
Crime,1232106
Crime,99377
Crime,2255787
Crime,360946
Crime,72348
Crime,101764
Crime,325005
Crime,68629
Crime,59079
Crime,1744760
Crime,200052
Crime,86142
Crime,73714
Crime,70851
Crime,488762
Crime,70553
Crime,421143
Crime,891562
Crime,72966
Crime,104822
Crime,2969656
Crime,119472
Crime,1436568
Crime,218817
Crime,70034
Crime,90693
Crime,220757
Crime,68273
Crime,465494
Crime,465494
Crime,68168
Crime,88044
